country,event_date,event_name,event_photo_url,event_purpose,event_report_url,event_time,event_tweet_url,event_video_url,has_event_report,latitude,longitude,mini_grant_funder,mini_grant_winner,num_participants,online,online_event_url,organisers,place,report_question_1,report_question_2,report_question_3,report_question_4,slug,timezone,url,world_region_code,world_region_text
Mexico,,Día de Datos Abiertos Mérida 2021 (ODD2021),,,,,,,False,20.967779,-89.62426,,False,,True,,Laboratorio de Políticas para la Seguridad y el Desarrollo,"Mérida, Yucatán, México",,,,,dia-de-datos-abiertos-merida-2021-odd2021,,,AMER,The Americas
Argentina,2021-03-05,Día de Datos Abiertos Rosario,,"Será una jornada de trabajo, donde todas las organizaciones, funcionarixs y participantes podremos experimentar el trabajo de datos alrededor de un eje temático en particular.

📌 Evidencias para la gestión de residuos
📌 Educación abierta para las políticas públicas
📌 Innovación legislativa
📌 Planes de acción de Gobierno Abierto

¡El objetivo es pasar de las ideas a la acción!  Nos proponemos que cada mesa pueda generar acuerdos de trabajo futuro gracias a la elaboración colectiva con datos pertinentes y de calidad para cada tema.",,10:00,https://twitter.com/Acc_Colectiva/status/1364332156038840320,https://www.youtube.com/watch?v=6V3xOko5Jp8,False,-32.95924,-60.683479,,False,100,True,https://docs.google.com/forms/d/e/1FAIpQLSeiekDsRQODqaj6rE1XBNhdGtbTLZpcDuthV30vWtkR34gJcw/viewform,Acción Colectiva,"Rosario, Santa Fe",,,,,dia-de-datos-abiertos-rosario,AST,http://www.accioncolectiva.net/,AMER,The Americas
Spain,2021-03-04,Día de los Datos Abiertos,,"Que la gente conozca las posibilidades de los datos abiertos, y el valor que aportan a la sociedad.",,13:00,,https://www.youtube.com/watch?v=_xXD3vlfrEY,False,39.98567,-0.04935,,False,100,True,https://forms.gle/ZopHkFeE4jWB7XeA8,Diputación de Castellón y Universitat Jaume I,Castellón ,,,,,dia-de-los-datos-abiertos,CET,https://www.dipcas.es/es/datosabiertos.html,EMEA,"Europe, Middle East & Africa"
Colombia,,ECOIN y Open Data Day Bucaramanga,,Conocer mas afondo la usabilidad de los datos abiertos en Colombia,,,,,False,7.13118,-73.12503,,False,3,True,,Sergio Alexander Galvis Silva,Bucaramanga,,,,,ecoin-y-open-data-day-bucaramanga,COT,,AMER,The Americas
Colombia,2021-03-13,"Eduna Open Data Day - Región central de Colombia, Tunja",,"Generar participación y colaboración de los diferentes actores con ideas para fomentar el fortalecimiento de la capacidad de pensamiento creativo de niños, niñas y jóvenes haciendo uso y aprovechamiento de los datos abiertos.",,9:00,https://twitter.com/Fundacioneduna/status/1364393409025302528,,False,5.575603,-73.318553,,True,200,True,https://www.eduna.org/evento-virtual-ppal-odd/,"Mónica Orduz Valbuena, Fundación Eduna",Tunja,,,,,eduna-open-data-day-region-central-de-colombia-tunja,COT,https://www.eduna.org/eduna-open-data-day-2021,AMER,The Americas
Spain,2021-03-05,El valor transformador de los datos abiertos en la empresa,,,,,,,False,37.992241,-1.130654,,False,50,True,https://carm.tpaas.es/guest/login?access_token=0639beb27304c82f6d5c7cbbe3e03ae0,"Ignacio Ballesta, Comunidad Autónoma de la Región de Murcia",Murcia,,,,,el-valor-transformador-de-los-datos-abiertos-en-la-empresa,CET,https://transparencia.carm.es/odata/Difusion/jornadas2021/docs/Programa.pdf,EMEA,"Europe, Middle East & Africa"
Nigeria,,Employing technological data analysing tool in accessing information,,To allow youth know how to use technological data analysing tools in accessing or processing raw data,,,,,False,4.90428,7.85061,,False,,False,,Blessing Bassey,Akwa Ibom State,,,,,employing-technological-data-analysing-tool-in-accessing-information,WAT,,EMEA,"Europe, Middle East & Africa"
Nigeria,,Environmental dialogue on issues facing society,,Create awareness on problems facing humanity,,,,,False,20.0,20.0,,False,20,False,,Oditoniaglobal Limited,"Port Harcourt, Rivers State",,,,,environmental-dialogue-on-issues-facing-society,,https://www.facebook.com/oditoniagloballtd,EMEA,"Europe, Middle East & Africa"
United States,2021-03-06,Equity Counts Project: New Americans,,"Prioritise, research, collect, analyse and share equity data related to new Americans living in Vermont",,10:30,,,False,44.475883,-73.212074,,False,20,True,https://us02web.zoom.us/meeting/register/tZwsfuiuqzwoGtCFV9RW7DcRKzN9XqUpjCoV,Code for BTV,"Burlington, Vermont",,,,,equity-counts-project-new-americans,EDT,https://www.meetup.com/CodeForBTV/events/275924286/,AMER,The Americas
Democratic Republic of the Congo,2021-03-06,Extraction et réutilisation des données OSM,,Increase use of OSM data in the DRC,,10:00,,,False,-3.677892,22.882157,,False,,True,https://docs.google.com/forms/d/e/1FAIpQLSeKJQQkqxtbm9lLPzTNlI_7kvxgVNFF4sh7sxGQjyCi282Kbw/viewform,"Claire Halleux, OSM RDC",,,,,,extraction-et-reutilisation-des-donnees-osm,WAT,,EMEA,"Europe, Middle East & Africa"
Kenya,,Eyes open,,"Strengthening the relationship between stakeholders, citizens to use better opportunities to effectively ‘whistle blow’ on projects that are failing to deliver and hold officials to account",,,,,False,-1.292066,36.821945,,False,40,False,,John Ongwae   Corruption broom,Nairobi,,,,,eyes-open,,,EMEA,"Europe, Middle East & Africa"
United Kingdom,2021-03-06,Family History 2021 Brick Wall Challenge,,"Highlighting the value of open data for those interested in family history, volunteers will help others to break through 'brick walls' in their research",,12:30,,,False,51.5074,0.1278,,False,200,True,https://www.facebook.com/events/453140072505316/,Denise Colbert,Facebook and Twitter,,,,,family-history-2021-brick-wall-challenge,GMT,https://www.freeukgenealogy.org.uk/,EMEA,"Europe, Middle East & Africa"
Angola,2021-03-06,Gambos Mapathon,,"Mapeamento das infraestruturas sanitárias, escolares e de água no municipio dos Gambos",,13:00,,,False,-14.91379,13.50262,,False,30,True,https://www.facebook.com/events/722080168508562,"António Valter Chisingui, Instituto Superior de Ciências de Educação da Huíla",Lubango,,,,,gambos-mapathon,WAT,http://isced-huila.ed.ao/,EMEA,"Europe, Middle East & Africa"
Benin,,Gender and climate change eco-citizens days in Benin,,"Strengthen the technical and organisational capacities of young people, women's groups on agro-forestry techniques, the establishment of gardens, plants for the vegetation cover for adaptation and mitigation to climate change",,,,,False,6.367164,2.422219,,False,100,True,,GNIMAGNON Rodrigue Doris de l'ONG JEUNESSE SANS FRONTIERES BENIN,Cotonou,,,,,gender-and-climate-change-eco-citizens-days-in-benin,,https://www.jsf-benin.org,EMEA,"Europe, Middle East & Africa"
Nigeria,2021-03-06,Geospatial Data Access in Nigeria,,To mark the open data awareness day in the region,,13:00,https://twitter.com/SambusNigeria/status/1367405324194447360,,False,9.06596,7.42503,,False,100,True,https://arcg.is/1GiPen,Sambus Geospatial Nigeria Limited,"Jabi, Abuja",,,,,geospatial-data-access-in-nigeria,WAT,,EMEA,"Europe, Middle East & Africa"
Hong Kong,2021-03-06,Global Cybercrime Investigation,,Discussing openly the tactics of cyber crime to help protect the cyber environment,,14:00,,,False,22.396427,114.109497,,False,5,True,https://www.eventbrite.com/e/open-data-day-global-cybercrime-under-covid-19--tickets-144350481175,Natsumi Irimura,,,,,,global-cybercrime-investigation,HKT,,APAC,Asia & The Pacific
Canada,2021-03-06,GOOD-A-Palooza,,"Creating awareness of open data intiatives and programmes



On the GOOD-A-Palooza menu:

• Special guests
• Original Open Data songs
• A curated Open Data music playlist (GOODradio)
• Open Data videos (GOODtube)
• Live chats - you're invited to ""unmute"" and share your Open Data experiences or questions",,11:00,https://twitter.com/go_opendata/status/1364703407085387782,https://www.youtube.com/watch?v=LQmQw2uWrJ4,False,43.653225,-79.383186,,False,40,True,https://www.go-opendata.ca/events-registration#!event/2021/3/6/international-open-data-day-1,Go Open Data Association,Toronto ,,,,,good-a-palooza,EST,https://www.go-opendata.ca/events-registration#!event/2021/3/6/international-open-data-day-1,AMER,The Americas
Australia,2021-03-10,GovHack Trivia Night,,"A fun, educational element to open-data from an Australian/New Zealand perspective. A free, ageless event supporting International Open Data Day.",,17:30,,https://www.youtube.com/watch?v=71C_ECrQrao,False,-33.86882,151.20929,,False,50,True,https://www.facebook.com/events/1233250697069957/,"Jason Weigel, GovHack Australia",Australia,,,,,govhack-trivia-night,ACST,https://govhack.org/,APAC,Asia & The Pacific
Brazil,2021-03-06,Gênero e dados: o mercado de trabalho para mulheres na pandemia,,Explorar dados abertos para entender os desafios para mulheres no mercado de trabalho no Brasil durante a pandemia ,,10:00,https://twitter.com/generonumero/status/1367213439488126976,https://www.youtube.com/watch?v=kWZcUqtL50Q,False,-22.906847,-43.172897,,True,20,True,,Maria Martha Bruno - Gênero e Número,Rio de Janeiro,,,,,genero-e-dados-o-mercado-de-trabalho-para-mulheres-na-pandemia,BRT,http://www.generonumero.media/,AMER,The Americas
Canada,2021-03-07,Hack the Data Gap: Making institutionsfor disabled people visible,,"Join the Canadian Open Data Society (CODS), GO Open Data (GOOD), and Open North together as part of the Tracing COVID-19 Data Project to “Hack the Data Gap” and make institutions for disabled adults visible.

If you enjoy hunting for information online and know your way around a spreadsheet, we need you. Orientation and instructions will be provided (though you’ll have to provide your own coffee and donuts)",,13:00,https://twitter.com/data_tracing/status/1366849021499875331,,False,45.3875812,-75.6960202,,False,40,True,https://www.eventbrite.com/e/hack-the-data-gap-making-institutionsfor-disabled-people-visible-registration-143590606369,Tracing COVID-19 Data Project,Ottawa,,,,,hack-the-data-gap-making-institutions-for-disabled-people-visible,EST,http://datalibre.ca/tracing-covid-19-data/,AMER,The Americas
Nigeria,,Hack To Track The Spending,,The TransparencIT's open data day event is creatively analyse government financial transactions from the Open Treasury portal and transform it into actionable intelligence to demand transparency and efficient service delivery,,,,,False,10.530303,7.430373,,False,10,False,,"Abbas Inuwa, Transparency Information Technology Initiative (TransparencIT)",Kaduna,,,,,hack-to-track-the-spending,,https://transparencit.com/open-data-day-2021/,EMEA,"Europe, Middle East & Africa"
Tanzania,2021-03-06,Hackathon and mapathon on HIV/AIDS hotspots and testing facilities in Kinondoni District,,"Tanzania Data Lab (dLab) in its vision to have Africa where data is frequently and effectively used to inform policy and decision making at all levels, and in continuation of its data science services to ensure solutions are developed to inform policy and decision-making at different levels in public, private and civil society organizations as well as ensuring data is efficiently used.

Tanzania Data Lab (dLab) is organizing a Data Visualization Hackathon, and a Mapathon on HIV/AIDS hotspots and testing facilities in Kinondoni District, that will bring together “hackers” and “mappers” from academic institutions and the general public.",,,https://twitter.com/dLabTz/status/1368273216951713795,,False,-6.7710114,39.2377244,,False,30,False,https://docs.google.com/forms/d/e/1FAIpQLScFp7KCUk4ba7cKapHvDxJukqYnmetoCg_lzbqgrdxbqg8cMQ/viewform,dLab Tanzania,Dar es Salaam,,,,,hackathon-and-mapathon-on-hiv-aids-hotspots-and-testing-facilities-in-kinondoni,EAT,https://dlab.or.tz/,EMEA,"Europe, Middle East & Africa"
United States,2021-03-06,Hackathon on Food Insecurity in Los Angeles,,Our goal is to raise awareness about food insecurity in Los Angeles. We’re hoping this event will help us better connect residents with on the ground resources and organizations that can help. This event will also provide an opportunity to deliver better information tools to nonprofits and policy leaders to help guide their decision making,,11:00,https://twitter.com/LATech4Good,,False,34.052235,-118.243683,,False,100,True,https://www.eventbrite.com/e/city-of-los-angeles-open-data-hackathon-on-food-insecurity-tickets-143184646131,"Eva Pereira, City of Los Angeles",Los Angeles,,,,https://docs.google.com/presentation/u/1/d/1kUfwmrH3ZUSfiO-ZP0Ug2tH0U-C3yB7XwMXOlhbVuyg/edit?usp=sharing,hackathon-on-food-insecurity-in-los-angeles,PST,,AMER,The Americas
Nigeria,2021-03-06,Inclusive Development Workshop,,"To build the capacity of participant on budget process, tracing and monitoring in a way thst will bring develipment to the community and be able to ask critical question to MDAs",,,,,False,8.4786,4.53608,,False,35,True,,Saliu Bashiru Kehinde,"Ilorin, Kwara State",,,,,inclusive-development-workshop,,,EMEA,"Europe, Middle East & Africa"
Thailand,,International Open Data Day 2021 (Open Data for Life Saving),,Promote Open Government Data in Thailand,,,,,False,13.745379,100.540576,,False,1000,False,,Digital Government Development Agency,Thailand,,,,,international-open-data-day-2021-open-data-for-life-saving,,https://data.go.th/blog/international-open-data-day-2021,APAC,Asia & The Pacific
Bangladesh,2021-03-07,International Open Data Day 2021 - Open Discussion & Quiz Competition,,"YouthMappers chapters in Bangladesh will celebrate together the day with an open discussion and quiz competition on the 7th of March 2021. Due to the COVID-19 pandemic situation, the event will happen through the virtual platform. All the YouthMappers in Bangladesh are invited to join the event. 

The event is hosted by #SawanShariar, #RegionalAmbassador, #YouthMappers, through #YouthMappersBD and in association with all YouthMappers Chapters in #Bangladesh. 

Universities participation confirmed so far:1. Jahangirnagar University 2. Khulna University 3. Jashore University of Science and Technology 4. Bangabandhu Sheikh Mujibur Rahman Science and Technology University 5. Bangabandhu Sheikh Mujibur Rahman Maritime University 6. Shahjalal University of Science and Technology 7. Asha University 8. Dhaka University",,19:00,https://twitter.com/sshariar1991/status/1368839402093301760,https://www.youtube.com/watch?v=9psxG9698qM,False,23.7805733,90.2792399,,False,50,True,https://www.facebook.com/events/762957811284516,"S M Sawan Shariar, Regional Ambassador of YouthMappers",Dhaka,,,,,international-open-data-day-2021-open-discussion-quiz-competition,BST,,APAC,Asia & The Pacific
Thailand,2021-03-06,International Open Data Day 2021 - Pattani,,"To advocate local government about open data for sustainable development and peacebuilding, and to engage and build capacity of NGOs, CSOs, young people and anyone who interested to make the most of open data",,13:30,,,False,6.8524096,101.2110793,,False,90,False,https://www.facebook.com/digital4peace/posts/2604894513142460,Digital4Peace Foundation,Pattani,,,,,international-open-data-day-2021-pattani,ICT,https://www.digital4peace.com/,APAC,Asia & The Pacific
